task_index,session,scan_idx,unit_id,readout_id,unit_x,unit_y,unit_z,brain_area,field,cc_max,population,pt_root_id,em_root_key,mtype,layer,is_em_linked,is_unique_em_neuron,layer_source
63329,6,2,4618,4266,1219.0,946.3,289.19,V1,4,0.581954,all_model_readouts_v1,8.64691135992247e+17,root_864691135992246977,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63330,6,2,6477,5993,188.13,700.53,426.72,V1,5,0.648955,all_model_readouts_v1,,,,unassigned,False,False,
63331,5,7,2726,2468,707.67,200.94,304.0,LM,3,,all_model_readouts_v1,,,,unassigned,False,False,
63332,4,7,981,801,956.28,1085.09,107.26,V1,2,0.75963,all_model_readouts_v1,8.646911351185408e+17,root_864691135118540765,L2b,L23,True,False,aibs_metamodel_mtypes_v661_v2
63333,5,7,361,338,541.33,674.22,164.91,V1,1,0.57663,all_model_readouts_v1,,,,unassigned,False,False,
63334,6,2,8040,7453,730.97,292.71,558.15,LM,7,0.622903,all_model_readouts_v1,,,,unassigned,False,False,
63335,9,6,5016,4675,1105.19,878.56,224.8,V1,4,0.490349,all_model_readouts_v1,8.646911363312474e+17,root_864691136331247338,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
63336,6,6,5674,5260,636.24,575.62,406.12,V1,5,0.751684,all_model_readouts_v1,,,,unassigned,False,False,
63337,6,7,5560,5062,427.79,242.73,396.86,LM,5,0.862459,all_model_readouts_v1,,,,unassigned,False,False,
63338,6,4,2135,1951,843.1,723.03,137.36,V1,2,0.455516,all_model_readouts_v1,8.646911361241085e+17,root_864691136124108582,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
63339,6,2,2804,2575,333.8,466.67,292.01,V1,3,0.684032,all_model_readouts_v1,,,,unassigned,False,False,
63340,6,4,3675,3387,286.53,342.14,278.07,LM,3,0.962566,all_model_readouts_v1,,,,unassigned,False,False,
63341,6,4,4974,4589,1244.52,677.58,273.83,V1,4,0.72306,all_model_readouts_v1,8.646911354046597e+17,root_864691135404659694,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63342,7,5,3413,3100,205.85,480.08,235.37,V1,3,0.399178,all_model_readouts_v1,,,,unassigned,False,False,
63343,9,6,8,6,445.27,196.59,201.7,LM,1,0.630576,all_model_readouts_v1,,,,unassigned,False,False,
63344,9,6,2385,2223,820.21,771.74,205.38,V1,2,0.731432,all_model_readouts_v1,8.646911356600462e+17,root_864691135660046210,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
63345,6,2,1057,979,529.77,1026.93,150.43,V1,1,0.778471,all_model_readouts_v1,,,,unassigned,False,False,
63346,6,4,7972,7385,585.98,136.29,542.51,LM,7,0.216058,all_model_readouts_v1,,,,unassigned,False,False,
63347,6,4,2051,1874,845.49,732.95,137.41,V1,2,0.705304,all_model_readouts_v1,8.646911357406158e+17,root_864691135740615787,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
63348,6,6,163,149,425.73,609.02,131.85,V1,1,0.599047,all_model_readouts_v1,,,,unassigned,False,False,
63349,5,6,7756,7110,446.4,343.26,581.7,LM,7,0.283506,all_model_readouts_v1,,,,unassigned,False,False,
63350,8,5,2646,2517,1018.32,480.18,230.66,V1,2,0.10838,all_model_readouts_v1,8.646911357625746e+17,root_864691135762574646,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
63351,8,5,943,896,560.62,949.98,234.97,V1,1,0.395664,all_model_readouts_v1,,,,unassigned,False,False,
63352,6,7,7995,7298,692.15,219.47,532.92,LM,7,0.574843,all_model_readouts_v1,,,,unassigned,False,False,
63353,6,4,2273,2074,1207.41,669.57,136.73,V1,2,0.795557,all_model_readouts_v1,8.646911357790381e+17,root_864691135779038048,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
63354,8,5,3779,3595,646.66,575.06,247.56,V1,3,0.552479,all_model_readouts_v1,,,,unassigned,False,False,
63355,9,6,2822,2625,645.89,314.17,222.06,LM,3,0.723565,all_model_readouts_v1,,,,unassigned,False,False,
63356,8,5,5529,5250,978.05,678.15,238.73,V1,4,0.69813,all_model_readouts_v1,8.646911363104544e+17,root_864691136310454362,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63357,6,6,8540,7959,927.18,636.39,534.32,V1,8,0.745731,all_model_readouts_v1,8.646911355390107e+17,root_864691135539010674,L6tall-a,unassigned,True,False,aibs_metamodel_mtypes_v661_v2
63358,5,7,711,654,617.74,212.17,172.71,LM,1,0.910661,all_model_readouts_v1,,,,unassigned,False,False,
63359,6,7,1413,1257,927.55,509.03,122.03,V1,2,0.583266,all_model_readouts_v1,8.64691135545332e+17,root_864691135545332008,L2a,L23,True,False,aibs_metamodel_mtypes_v661_v2
63360,6,4,331,314,550.03,783.56,140.36,V1,1,0.792657,all_model_readouts_v1,,,,unassigned,False,False,
63361,6,7,4764,4326,534.22,367.01,397.7,LM,5,0.543175,all_model_readouts_v1,,,,unassigned,False,False,
63362,9,6,4685,4363,988.22,894.54,225.67,V1,4,0.399666,all_model_readouts_v1,8.646911369238346e+17,root_864691136923834596,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
63363,5,6,1278,1208,701.41,1050.88,173.17,V1,1,0.14132,all_model_readouts_v1,,,,unassigned,False,False,
63364,6,7,4466,4062,730.59,249.79,257.58,LM,4,0.699549,all_model_readouts_v1,,,,unassigned,False,False,
63365,7,5,4745,4304,854.33,1131.63,238.86,V1,4,0.534161,all_model_readouts_v1,8.646911354633714e+17,root_864691135463371421,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
63366,5,7,8847,8122,813.02,448.39,567.45,V1,8,0.393189,all_model_readouts_v1,8.646911355874552e+17,root_864691135587455218,L6short-a,unassigned,True,False,aibs_metamodel_mtypes_v661_v2
63367,9,3,1369,1275,632.23,307.9,319.12,LM,1,0.62694,all_model_readouts_v1,,,,unassigned,False,False,
63368,6,6,1518,1396,987.95,990.41,130.05,V1,2,0.627937,all_model_readouts_v1,8.646911360117766e+17,root_864691136011776686,L2b,L23,True,False,aibs_metamodel_mtypes_v661_v2
63369,4,7,7659,6815,690.21,1022.02,515.12,V1,7,0.763465,all_model_readouts_v1,,,,unassigned,False,False,
63370,8,5,4263,4061,719.61,363.21,249.61,LM,3,0.271648,all_model_readouts_v1,,,,unassigned,False,False,
63371,9,4,4917,4586,844.22,1167.08,183.61,V1,4,0.693899,all_model_readouts_v1,8.646911369256598e+17,root_864691136925659722,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
63372,4,7,4668,4143,580.47,994.57,379.98,V1,5,0.790067,all_model_readouts_v1,,,,unassigned,False,False,
63373,7,3,1191,1104,590.66,305.84,214.69,LM,1,0.850355,all_model_readouts_v1,,,,unassigned,False,False,
63374,5,7,5160,4690,1101.94,580.63,299.19,V1,4,0.473437,all_model_readouts_v1,8.646911363344078e+17,root_864691136334407859,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63375,9,4,3296,3057,407.59,894.33,181.61,V1,3,0.76884,all_model_readouts_v1,,,,unassigned,False,False,
63376,6,4,6339,5872,724.11,327.08,414.3,LM,5,0.808136,all_model_readouts_v1,,,,unassigned,False,False,
63377,9,4,2476,2299,1144.58,1108.71,170.17,V1,2,0.659342,all_model_readouts_v1,8.64691135491516e+17,root_864691135491516007,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
63378,6,6,3312,3068,421.24,973.19,268.33,V1,3,0.590975,all_model_readouts_v1,,,,unassigned,False,False,
63379,9,3,998,922,662.67,325.47,319.24,LM,1,0.500997,all_model_readouts_v1,,,,unassigned,False,False,
63380,9,4,7867,7343,1279.4,779.13,188.97,V1,6,0.540612,all_model_readouts_v1,8.646911353415584e+17,root_864691135341558449,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
63381,9,4,1111,1048,387.86,1184.17,172.93,V1,1,0.580133,all_model_readouts_v1,,,,unassigned,False,False,
63382,5,7,5571,5067,703.06,277.53,438.41,LM,5,0.58129,all_model_readouts_v1,,,,unassigned,False,False,
63383,6,7,3776,3432,1140.72,898.52,260.79,V1,4,0.626231,all_model_readouts_v1,8.646911360071137e+17,root_864691136007113674,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63384,4,7,6980,6184,153.99,731.2,517.88,V1,7,0.832587,all_model_readouts_v1,,,,unassigned,False,False,
63385,6,2,6,5,545.66,160.2,155.86,LM,1,0.68789,all_model_readouts_v1,,,,unassigned,False,False,
63386,9,4,1697,1580,900.15,604.05,169.02,V1,2,0.422364,all_model_readouts_v1,8.646911352569189e+17,root_864691135256918959,L2b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63387,6,6,730,672,440.97,1113.4,124.61,V1,1,,all_model_readouts_v1,,,,unassigned,False,False,
63388,9,3,8563,7895,731.23,196.06,340.37,LM,6,0.285478,all_model_readouts_v1,,,,unassigned,False,False,
63389,9,4,1765,1645,902.14,663.61,169.35,V1,2,0.769798,all_model_readouts_v1,8.646911360663392e+17,root_864691136066339224,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
63390,9,4,6353,5925,740.63,828.95,189.76,V1,5,0.659855,all_model_readouts_v1,,,,unassigned,False,False,
63391,6,7,7853,7156,661.16,309.05,533.06,LM,7,0.454778,all_model_readouts_v1,,,,unassigned,False,False,
63392,6,6,3918,3627,1161.9,717.21,266.07,V1,4,0.633856,all_model_readouts_v1,8.646911354690779e+17,root_864691135469077842,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
63393,4,7,4506,3989,323.08,842.98,381.37,V1,5,0.776756,all_model_readouts_v1,,,,unassigned,False,False,
63394,7,5,5124,4643,716.86,179.05,368.56,LM,5,0.816318,all_model_readouts_v1,,,,unassigned,False,False,
63395,9,4,5226,4871,1096.01,1143.24,180.97,V1,4,0.747155,all_model_readouts_v1,8.646911355029838e+17,root_864691135502983861,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
63396,9,3,277,260,540.35,517.84,321.0,V1,1,0.450153,all_model_readouts_v1,,,,unassigned,False,False,
63397,5,6,2729,2498,556.67,167.39,311.27,LM,3,0.804559,all_model_readouts_v1,,,,unassigned,False,False,
63398,4,7,3006,2619,933.78,743.79,241.14,V1,4,0.83309,all_model_readouts_v1,8.646911355847397e+17,root_864691135584739704,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63399,6,4,5657,5224,357.67,876.05,415.64,V1,5,0.761328,all_model_readouts_v1,,,,unassigned,False,False,
63400,6,7,5935,5405,517.32,195.88,396.83,LM,5,0.836824,all_model_readouts_v1,,,,unassigned,False,False,
63401,7,5,1719,1560,1050.83,569.39,194.71,V1,2,0.723705,all_model_readouts_v1,8.646911354905889e+17,root_864691135490588903,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
63402,5,6,7997,7351,132.96,864.22,580.4,V1,7,0.51962,all_model_readouts_v1,,,,unassigned,False,False,
63403,9,3,6761,6230,608.37,230.54,339.79,LM,5,0.643746,all_model_readouts_v1,,,,unassigned,False,False,
63404,6,2,4980,4598,1223.55,1005.97,289.6,V1,4,0.828333,all_model_readouts_v1,8.646911363114863e+17,root_864691136311486298,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
63405,7,3,3838,3545,465.51,847.62,350.22,V1,3,0.668999,all_model_readouts_v1,,,,unassigned,False,False,
63406,8,5,3863,3672,472.75,299.76,250.96,LM,3,0.727893,all_model_readouts_v1,,,,unassigned,False,False,
63407,6,4,4255,3918,931.74,734.86,276.63,V1,4,0.715245,all_model_readouts_v1,8.646911355777549e+17,root_864691135577754885,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63408,4,7,4679,4151,345.72,1051.93,381.06,V1,5,0.695677,all_model_readouts_v1,,,,unassigned,False,False,
63409,6,6,7397,6836,282.88,273.48,537.98,LM,7,0.701034,all_model_readouts_v1,,,,unassigned,False,False,
63410,9,4,2070,1923,989.32,1132.95,171.43,V1,2,0.545822,all_model_readouts_v1,8.646911366175283e+17,root_864691136617528283,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
63411,6,2,5545,5117,351.68,423.28,425.38,V1,5,0.758188,all_model_readouts_v1,,,,unassigned,False,False,
63412,8,5,3073,2921,734.93,360.84,249.59,LM,3,0.58148,all_model_readouts_v1,,,,unassigned,False,False,
63413,9,4,1737,1618,1044.56,654.22,168.26,V1,2,0.626595,all_model_readouts_v1,8.646911355826868e+17,root_864691135582686829,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
63414,6,7,5670,5171,352.73,440.86,397.65,V1,5,0.440082,all_model_readouts_v1,,,,unassigned,False,False,
63415,6,7,2948,2681,435.04,339.28,261.89,LM,3,0.512828,all_model_readouts_v1,,,,unassigned,False,False,
63416,9,4,4635,4323,1305.24,764.33,176.45,V1,4,0.682945,all_model_readouts_v1,8.646911359105965e+17,root_864691135910596521,L2b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63417,6,4,830,776,457.21,636.21,140.71,V1,1,0.397443,all_model_readouts_v1,,,,unassigned,False,False,
63418,8,5,5765,5468,718.51,396.43,241.93,LM,4,0.633192,all_model_readouts_v1,,,,unassigned,False,False,
63419,9,4,8277,7728,1187.53,1101.34,189.97,V1,6,0.63641,all_model_readouts_v1,8.646911362396073e+17,root_864691136239607356,L2b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63420,6,2,444,407,253.74,830.14,149.95,V1,1,0.649675,all_model_readouts_v1,,,,unassigned,False,False,
63421,9,4,88,81,354.62,345.38,170.48,LM,1,0.393709,all_model_readouts_v1,,,,unassigned,False,False,
63422,5,7,1608,1480,854.09,615.15,162.73,V1,2,0.23277,all_model_readouts_v1,8.646911359404483e+17,root_864691135940448257,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
63423,6,4,237,223,347.26,653.78,139.93,V1,1,0.555532,all_model_readouts_v1,,,,unassigned,False,False,
63424,5,6,2782,2548,560.83,234.0,311.3,LM,3,0.887026,all_model_readouts_v1,,,,unassigned,False,False,
63425,9,4,7537,7040,1197.6,833.37,189.26,V1,6,0.496873,all_model_readouts_v1,8.646911354158455e+17,root_864691135415845562,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
63426,9,4,6825,6377,438.07,1141.59,192.91,V1,5,0.626912,all_model_readouts_v1,,,,unassigned,False,False,
63427,8,5,794,757,648.83,407.54,238.5,LM,1,0.827237,all_model_readouts_v1,,,,unassigned,False,False,
63428,5,6,2247,2058,987.01,704.88,172.32,V1,2,0.655186,all_model_readouts_v1,8.646911355169124e+17,root_864691135516912339,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
63429,6,4,567,529,518.62,1086.3,138.3,V1,1,0.862343,all_model_readouts_v1,,,,unassigned,False,False,
63430,8,5,5914,5601,462.83,219.87,379.51,LM,5,0.642695,all_model_readouts_v1,,,,unassigned,False,False,
63431,9,4,7253,6766,908.58,487.15,188.87,V1,6,0.536567,all_model_readouts_v1,8.646911355653642e+17,root_864691135565364247,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
63432,6,2,5745,5301,213.43,742.84,426.92,V1,5,,all_model_readouts_v1,,,,unassigned,False,False,
63433,6,2,5488,5062,418.13,306.92,424.82,LM,5,0.498136,all_model_readouts_v1,,,,unassigned,False,False,
63434,4,7,3001,2614,910.87,753.81,241.58,V1,4,0.534568,all_model_readouts_v1,8.64691135660154e+17,root_864691135660153986,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
63435,5,6,3452,3178,673.86,1085.09,311.86,V1,3,0.562313,all_model_readouts_v1,,,,unassigned,False,False,
63436,6,4,918,862,542.31,325.93,143.14,LM,1,0.826417,all_model_readouts_v1,,,,unassigned,False,False,
63437,8,5,5593,5312,991.68,869.2,237.64,V1,4,0.754917,all_model_readouts_v1,8.646911357405628e+17,root_864691135740562836,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
63438,6,2,3304,3045,643.59,1073.17,291.96,V1,3,0.828721,all_model_readouts_v1,,,,unassigned,False,False,
63439,5,6,43,37,649.83,213.28,179.43,LM,1,0.311815,all_model_readouts_v1,,,,unassigned,False,False,
63440,9,4,4784,4462,894.19,978.65,181.9,V1,4,0.594818,all_model_readouts_v1,8.646911359104644e+17,root_864691135910464425,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
63441,6,4,8432,7840,765.31,697.19,545.55,V1,8,0.644367,all_model_readouts_v1,,,,unassigned,False,False,
63442,7,5,2495,2254,619.07,91.96,234.02,LM,3,0.495637,all_model_readouts_v1,,,,unassigned,False,False,
63443,6,4,4689,4321,1288.62,834.11,274.84,V1,4,0.738979,all_model_readouts_v1,8.646911355671606e+17,root_864691135567160599,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63444,5,7,4031,3694,515.62,1024.72,301.42,V1,3,0.649077,all_model_readouts_v1,,,,unassigned,False,False,
63445,9,6,1054,981,550.92,350.6,202.74,LM,1,0.804191,all_model_readouts_v1,,,,unassigned,False,False,
63446,6,4,1857,1694,832.29,934.03,138.51,V1,2,0.795525,all_model_readouts_v1,8.646911359754579e+17,root_864691135975457903,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
63447,6,6,692,636,413.52,801.0,129.0,V1,1,0.716912,all_model_readouts_v1,,,,unassigned,False,False,
63448,6,4,6380,5907,660.63,302.06,414.25,LM,5,0.669061,all_model_readouts_v1,,,,unassigned,False,False,
63449,5,7,2342,2139,949.14,817.72,163.73,V1,2,0.496029,all_model_readouts_v1,8.646911353044054e+17,root_864691135304405415,L2a,L23,True,False,aibs_metamodel_mtypes_v661_v2
63450,5,6,943,885,327.2,564.06,173.04,V1,1,,all_model_readouts_v1,,,,unassigned,False,False,
63451,6,2,7616,7033,281.46,340.51,558.33,LM,7,0.377629,all_model_readouts_v1,,,,unassigned,False,False,
63452,7,3,1682,1553,920.24,545.65,210.92,V1,2,0.690646,all_model_readouts_v1,8.646911361949734e+17,root_864691136194973416,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
63453,6,4,7811,7227,441.56,907.93,549.99,V1,7,0.700121,all_model_readouts_v1,,,,unassigned,False,False,
63454,9,3,4386,4058,723.89,208.37,328.49,LM,4,0.294124,all_model_readouts_v1,,,,unassigned,False,False,
63455,7,3,2313,2142,1130.02,977.48,213.05,V1,2,0.708988,all_model_readouts_v1,8.646911351025723e+17,root_864691135102572320,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
63456,7,3,2975,2763,181.97,448.54,348.09,V1,3,0.522076,all_model_readouts_v1,,,,unassigned,False,False,
63457,5,6,4048,3740,769.96,423.63,312.29,LM,3,0.526174,all_model_readouts_v1,,,,unassigned,False,False,
63458,6,2,4716,4357,1255.9,1073.11,289.74,V1,4,0.667659,all_model_readouts_v1,8.646911350143117e+17,root_864691135014311670,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63459,9,4,3802,3539,313.63,1166.01,183.14,V1,3,0.500812,all_model_readouts_v1,,,,unassigned,False,False,
63460,6,7,7904,7207,551.79,249.03,531.66,LM,7,0.593175,all_model_readouts_v1,,,,unassigned,False,False,
63461,5,7,1775,1633,1142.32,796.68,161.79,V1,2,0.351132,all_model_readouts_v1,8.64691135583131e+17,root_864691135583130989,L2a,L23,True,False,aibs_metamodel_mtypes_v661_v2
63462,7,5,3458,3140,396.31,720.47,236.86,V1,3,0.578875,all_model_readouts_v1,,,,unassigned,False,False,
63463,6,6,8101,7530,819.31,341.06,530.74,LM,8,0.74966,all_model_readouts_v1,8.646911362381258e+17,root_864691136238125884,L6short-a,unassigned,True,False,aibs_metamodel_mtypes_v661_v2
63464,9,6,5147,4797,1072.86,1100.11,225.96,V1,4,0.567868,all_model_readouts_v1,8.646911356453545e+17,root_864691135645354479,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
63465,8,5,3476,3308,259.25,898.31,245.2,V1,3,0.71839,all_model_readouts_v1,,,,unassigned,False,False,
63466,7,5,8335,7550,548.26,241.37,506.01,LM,7,0.441529,all_model_readouts_v1,,,,unassigned,False,False,
63467,9,6,2547,2382,910.29,533.9,202.96,V1,2,0.754424,all_model_readouts_v1,8.646911359405711e+17,root_864691135940571137,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
63468,7,3,8444,7821,670.58,552.47,487.98,V1,7,0.606771,all_model_readouts_v1,,,,unassigned,False,False,
63469,9,6,1264,1185,698.37,376.16,202.9,LM,1,0.546385,all_model_readouts_v1,,,,unassigned,False,False,
63470,5,6,2652,2433,1040.74,803.58,172.57,V1,2,0.417618,all_model_readouts_v1,8.646911369060225e+17,root_864691136906022578,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
63471,6,7,4813,4373,419.04,441.05,397.8,V1,5,0.612011,all_model_readouts_v1,,,,unassigned,False,False,
63472,6,6,6016,5588,689.03,176.76,406.06,LM,5,0.854573,all_model_readouts_v1,,,,unassigned,False,False,
63473,6,6,1325,1214,815.78,752.55,129.99,V1,2,0.554911,all_model_readouts_v1,8.646911349482819e+17,root_864691134948281852,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
63474,5,7,6521,5929,579.75,1065.78,441.4,V1,5,0.831067,all_model_readouts_v1,,,,unassigned,False,False,
63475,5,7,78,72,304.37,294.75,168.24,LM,1,0.648281,all_model_readouts_v1,,,,unassigned,False,False,
63476,6,4,4101,3769,979.23,555.94,274.75,V1,4,0.52012,all_model_readouts_v1,8.646911361950495e+17,root_864691136195049430,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
63477,5,6,3258,2996,421.95,853.59,310.67,V1,3,0.830457,all_model_readouts_v1,,,,unassigned,False,False,
63478,6,2,3748,3459,652.93,277.18,291.96,LM,3,0.809742,all_model_readouts_v1,,,,unassigned,False,False,
63479,9,4,2338,2166,1113.44,902.63,169.2,V1,2,0.571634,all_model_readouts_v1,8.646911360073085e+17,root_864691136007308490,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
63480,7,3,8264,7652,371.96,685.83,487.97,V1,7,0.635307,all_model_readouts_v1,,,,unassigned,False,False,
63481,7,5,3434,3121,617.2,324.66,235.19,LM,3,0.592903,all_model_readouts_v1,,,,unassigned,False,False,
63482,6,4,4356,4014,1042.11,864.03,276.92,V1,4,0.676373,all_model_readouts_v1,8.646911355794662e+17,root_864691135579466245,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63483,7,3,6553,6048,618.66,842.19,424.04,V1,5,0.337632,all_model_readouts_v1,,,,unassigned,False,False,
63484,9,6,2846,2645,582.7,366.57,222.59,LM,3,0.721457,all_model_readouts_v1,,,,unassigned,False,False,
63485,9,4,7603,7098,1229.63,942.7,189.48,V1,6,0.791413,all_model_readouts_v1,8.646911359263186e+17,root_864691135926318606,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
63486,6,4,7955,7369,487.56,810.92,549.06,V1,7,0.315161,all_model_readouts_v1,,,,unassigned,False,False,
63487,6,4,768,714,777.19,322.75,144.59,LM,1,0.256626,all_model_readouts_v1,,,,unassigned,False,False,
63488,7,5,1977,1796,1289.91,900.11,196.54,V1,2,0.570441,all_model_readouts_v1,8.646911359893363e+17,root_864691135989336320,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
63489,9,6,904,832,407.14,1110.33,207.95,V1,1,0.600425,all_model_readouts_v1,,,,unassigned,False,False,
63490,8,5,9282,8725,739.98,290.89,511.91,LM,7,0.56121,all_model_readouts_v1,,,,unassigned,False,False,
63491,9,4,5324,4966,1108.95,833.06,178.83,V1,4,0.656149,all_model_readouts_v1,8.646911363312732e+17,root_864691136331273194,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
63492,5,7,8779,8055,1109.19,1041.84,569.03,V1,8,0.487134,all_model_readouts_v1,8.646911359384978e+17,root_864691135938497796,L6short-a,unassigned,True,False,aibs_metamodel_mtypes_v661_v2
63493,4,7,2025,1724,224.5,185.3,252.21,LM,3,0.624887,all_model_readouts_v1,,,,unassigned,False,False,
63494,5,7,2086,1906,988.05,772.88,162.96,V1,2,0.715051,all_model_readouts_v1,8.646911353045981e+17,root_864691135304598183,L2b,L23,True,False,aibs_metamodel_mtypes_v661_v2
63495,5,6,6630,6078,338.81,761.85,447.69,V1,5,0.471807,all_model_readouts_v1,,,,unassigned,False,False,
63496,6,2,2717,2499,637.18,366.14,291.96,LM,3,0.838949,all_model_readouts_v1,,,,unassigned,False,False,
63497,4,7,2912,2535,833.26,624.81,242.54,V1,4,0.632402,all_model_readouts_v1,8.646911359403553e+17,root_864691135940355329,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63498,4,7,4936,4386,361.84,606.63,381.4,V1,5,0.933135,all_model_readouts_v1,,,,unassigned,False,False,
63499,5,7,7952,7246,366.49,230.62,569.27,LM,7,0.259756,all_model_readouts_v1,,,,unassigned,False,False,
63500,6,2,1654,1516,824.57,785.62,152.05,V1,2,0.772521,all_model_readouts_v1,8.64691137056091e+17,root_864691137056090998,L2b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63501,5,6,7972,7326,699.22,779.15,580.57,V1,7,,all_model_readouts_v1,,,,unassigned,False,False,
63502,4,7,7221,6410,430.79,181.75,514.01,LM,7,0.36626,all_model_readouts_v1,,,,unassigned,False,False,
63503,7,5,4461,4049,1113.73,747.84,234.99,V1,4,0.732855,all_model_readouts_v1,8.646911355682831e+17,root_864691135568283116,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
63504,7,5,893,817,564.34,715.05,198.27,V1,1,0.642163,all_model_readouts_v1,,,,unassigned,False,False,
63505,7,3,5651,5200,163.04,337.07,423.95,LM,5,0.555435,all_model_readouts_v1,,,,unassigned,False,False,
63506,5,6,2261,2072,863.77,782.43,173.73,V1,2,0.819281,all_model_readouts_v1,8.646911359464312e+17,root_864691135946431268,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
63507,5,7,2956,2687,217.31,534.2,302.68,V1,3,0.894254,all_model_readouts_v1,,,,unassigned,False,False,
63508,5,6,4996,4591,724.51,285.91,309.57,LM,4,0.489163,all_model_readouts_v1,,,,unassigned,False,False,
63509,6,7,1514,1348,1035.59,1062.32,122.15,V1,2,0.802642,all_model_readouts_v1,8.646911359545339e+17,root_864691135954533896,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
63510,7,5,964,884,754.84,927.83,197.81,V1,1,0.872205,all_model_readouts_v1,,,,unassigned,False,False,
63511,4,7,4121,3626,680.99,322.85,380.13,LM,5,0.810799,all_model_readouts_v1,,,,unassigned,False,False,
63512,6,4,4007,3681,909.24,449.12,274.35,V1,4,0.962769,all_model_readouts_v1,8.646911363891155e+17,root_864691136389115511,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63513,6,4,3286,3007,649.17,565.06,277.96,V1,3,0.918715,all_model_readouts_v1,,,,unassigned,False,False,
63514,9,4,5724,5339,660.49,378.2,188.03,LM,5,0.737758,all_model_readouts_v1,,,,unassigned,False,False,
63515,9,6,4613,4295,1012.71,800.35,225.11,V1,4,0.675598,all_model_readouts_v1,8.646911348875267e+17,root_864691134887526650,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
63516,7,5,8096,7331,505.81,1064.38,511.23,V1,7,0.392973,all_model_readouts_v1,,,,unassigned,False,False,
63517,5,7,3595,3283,622.8,235.52,303.84,LM,3,0.804519,all_model_readouts_v1,,,,unassigned,False,False,
63518,6,4,2074,1895,1319.63,981.87,138.32,V1,2,0.791077,all_model_readouts_v1,8.646911355754499e+17,root_864691135575449886,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
63519,5,7,2168,1976,729.11,784.43,165.41,V1,2,0.554702,all_model_readouts_v1,,,,unassigned,False,False,
