task_index,session,scan_idx,unit_id,readout_id,unit_x,unit_y,unit_z,brain_area,field,cc_max,population,pt_root_id,em_root_key,mtype,layer,is_em_linked,is_unique_em_neuron,layer_source
63520,9,6,4077,3803,685.64,220.37,221.28,LM,3,0.656889,all_model_readouts_v1,,,,unassigned,False,False,
63521,6,4,4861,4481,1242.51,876.37,275.54,V1,4,0.722113,all_model_readouts_v1,8.646911353873821e+17,root_864691135387382101,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63522,9,4,5974,5573,383.1,720.67,191.19,V1,5,0.613985,all_model_readouts_v1,,,,unassigned,False,False,
63523,9,4,3679,3418,722.51,373.89,178.26,LM,3,0.297811,all_model_readouts_v1,,,,unassigned,False,False,
63524,6,2,4689,4331,1312.06,1023.41,288.72,V1,4,0.516941,all_model_readouts_v1,8.646911360573148e+17,root_864691136057314776,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63525,9,4,5831,5439,364.23,544.9,190.45,V1,5,0.633279,all_model_readouts_v1,,,,unassigned,False,False,
63526,7,3,6259,5773,519.94,261.53,423.99,LM,5,0.686943,all_model_readouts_v1,,,,unassigned,False,False,
63527,5,7,2151,1959,1318.16,753.44,159.8,V1,2,0.616416,all_model_readouts_v1,8.646911351150058e+17,root_864691135115005849,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
63528,5,6,5317,4887,753.47,993.2,315.02,V1,4,0.759106,all_model_readouts_v1,,,,unassigned,False,False,
63529,6,4,6280,5817,434.26,288.81,414.24,LM,5,0.93005,all_model_readouts_v1,,,,unassigned,False,False,
63530,6,7,1259,1116,890.74,1042.94,122.13,V1,2,0.64264,all_model_readouts_v1,8.646911358760152e+17,root_864691135876015187,L2b,L23,True,False,aibs_metamodel_mtypes_v661_v2
63531,7,3,8252,7640,263.21,822.56,487.97,V1,7,,all_model_readouts_v1,,,,unassigned,False,False,
63532,6,7,3066,2789,208.81,240.29,261.89,LM,3,0.537875,all_model_readouts_v1,,,,unassigned,False,False,
63533,6,7,1105,977,1076.65,734.46,122.09,V1,2,0.808529,all_model_readouts_v1,8.64691134990799e+17,root_864691134990798970,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
63534,6,6,5127,4756,386.76,488.05,406.09,V1,5,0.569325,all_model_readouts_v1,,,,unassigned,False,False,
63535,8,5,7461,7046,752.45,322.56,371.25,LM,6,0.748497,all_model_readouts_v1,,,,unassigned,False,False,
63536,9,4,2014,1870,1242.23,992.44,168.78,V1,2,0.68778,all_model_readouts_v1,8.646911352135977e+17,root_864691135213597752,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
63537,4,7,2215,1909,628.66,1081.18,244.18,V1,3,0.826849,all_model_readouts_v1,,,,unassigned,False,False,
63538,7,5,8295,7511,663.78,373.88,507.47,LM,7,0.740787,all_model_readouts_v1,,,,unassigned,False,False,
63539,6,6,4338,4025,837.25,650.02,267.47,V1,4,0.648952,all_model_readouts_v1,8.646911368118342e+17,root_864691136811834227,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63540,8,5,7327,6937,318.95,834.41,375.81,V1,5,0.817806,all_model_readouts_v1,,,,unassigned,False,False,
63541,8,5,9379,8809,571.87,341.64,511.92,LM,7,0.733887,all_model_readouts_v1,,,,unassigned,False,False,
63542,5,6,1919,1775,1073.93,914.8,173.05,V1,2,0.606612,all_model_readouts_v1,8.646911366740801e+17,root_864691136674080135,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
63543,8,5,3141,2986,257.37,461.24,249.85,V1,3,0.72036,all_model_readouts_v1,,,,unassigned,False,False,
63544,6,4,5310,4898,337.63,278.53,414.23,LM,5,0.834073,all_model_readouts_v1,,,,unassigned,False,False,
63545,8,5,5805,5504,836.91,1123.79,237.33,V1,4,0.458375,all_model_readouts_v1,8.646911359753642e+17,root_864691135975364207,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
63546,7,3,256,240,209.45,466.47,212.69,V1,1,0.615314,all_model_readouts_v1,,,,unassigned,False,False,
63547,7,3,5641,5191,517.41,278.95,423.99,LM,5,0.610335,all_model_readouts_v1,,,,unassigned,False,False,
63548,5,6,2018,1855,1301.52,1061.92,172.33,V1,2,0.798599,all_model_readouts_v1,8.646911361957043e+17,root_864691136195704296,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
63549,9,4,382,357,346.09,731.27,171.66,V1,1,0.527733,all_model_readouts_v1,,,,unassigned,False,False,
63550,6,6,3028,2795,400.08,307.0,269.86,LM,3,0.747069,all_model_readouts_v1,,,,unassigned,False,False,
63551,8,5,2842,2706,936.69,769.96,229.11,V1,2,0.641565,all_model_readouts_v1,8.646911354904957e+17,root_864691135490495802,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
63552,5,6,3688,3395,740.86,857.96,312.17,V1,3,0.874926,all_model_readouts_v1,,,,unassigned,False,False,
63553,7,5,1218,1127,231.18,319.21,199.16,LM,1,0.60771,all_model_readouts_v1,,,,unassigned,False,False,
63554,6,2,2116,1943,1325.44,908.12,149.53,V1,2,0.725231,all_model_readouts_v1,8.646911364517302e+17,root_864691136451730175,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
63555,6,2,6321,5849,557.15,573.13,426.08,V1,5,0.564004,all_model_readouts_v1,,,,unassigned,False,False,
63556,9,6,3960,3699,271.51,235.93,222.36,LM,3,0.42981,all_model_readouts_v1,,,,unassigned,False,False,
63557,6,7,1223,1085,902.36,956.01,122.11,V1,2,0.44222,all_model_readouts_v1,8.646911359465324e+17,root_864691135946532388,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
63558,9,3,3063,2859,408.2,360.51,329.67,V1,3,0.216566,all_model_readouts_v1,,,,unassigned,False,False,
63559,9,6,1153,1078,592.38,263.39,202.14,LM,1,0.590773,all_model_readouts_v1,,,,unassigned,False,False,
63560,6,4,2048,1871,1109.69,575.61,136.32,V1,2,0.110774,all_model_readouts_v1,8.646911357419393e+17,root_864691135741939307,L2a,L23,True,False,aibs_metamodel_mtypes_v661_v2
63561,6,4,4249,3912,817.34,752.3,277.62,V1,4,,all_model_readouts_v1,,,,unassigned,False,False,
63562,7,3,118,110,623.79,261.27,214.95,LM,1,0.646214,all_model_readouts_v1,,,,unassigned,False,False,
63563,6,4,4287,3949,999.67,794.47,276.64,V1,4,0.896365,all_model_readouts_v1,8.646911351056439e+17,root_864691135105643853,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63564,5,6,753,706,615.46,1004.69,172.6,V1,1,0.778417,all_model_readouts_v1,,,,unassigned,False,False,
63565,6,2,6378,5901,527.37,332.23,424.93,LM,5,0.49348,all_model_readouts_v1,,,,unassigned,False,False,
63566,7,5,2240,2034,1039.55,666.54,195.31,V1,2,0.720262,all_model_readouts_v1,8.646911356191753e+17,root_864691135619175311,L2b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63567,6,4,4464,4115,771.53,1015.71,280.21,V1,4,0.706977,all_model_readouts_v1,,,,unassigned,False,False,
63568,6,7,7854,7157,694.55,251.85,533.11,LM,7,0.771347,all_model_readouts_v1,,,,unassigned,False,False,
63569,5,7,4396,4009,858.71,549.22,300.35,V1,4,0.34319,all_model_readouts_v1,8.646911369039343e+17,root_864691136903934386,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
63570,6,7,2993,2726,724.58,497.58,261.89,V1,3,0.486792,all_model_readouts_v1,,,,unassigned,False,False,
63571,7,5,8348,7563,654.36,249.14,506.6,LM,7,0.789509,all_model_readouts_v1,,,,unassigned,False,False,
63572,9,6,2086,1943,1051.15,1087.09,205.14,V1,2,0.667853,all_model_readouts_v1,8.646911364373518e+17,root_864691136437351838,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
63573,9,6,3155,2926,693.43,748.39,225.12,V1,3,0.687175,all_model_readouts_v1,,,,unassigned,False,False,
63574,9,4,3623,3367,445.75,308.16,178.81,LM,3,0.562147,all_model_readouts_v1,,,,unassigned,False,False,
63575,9,4,4592,4280,952.32,730.69,179.72,V1,4,0.502506,all_model_readouts_v1,8.646911363639892e+17,root_864691136363989218,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
63576,6,7,8364,7654,1314.53,954.54,531.96,V1,8,0.661853,all_model_readouts_v1,8.646911363315994e+17,root_864691136331599338,L6tall-a,unassigned,True,False,aibs_metamodel_mtypes_v661_v2
63577,4,7,4730,4195,520.89,312.99,380.91,LM,5,0.775849,all_model_readouts_v1,,,,unassigned,False,False,
63578,9,6,2421,2259,960.8,764.09,203.95,V1,2,0.726417,all_model_readouts_v1,8.646911358674995e+17,root_864691135867499542,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
63579,9,4,1028,967,359.47,657.11,171.41,V1,1,0.685113,all_model_readouts_v1,,,,unassigned,False,False,
63580,5,6,15,12,506.95,66.68,179.06,LM,1,0.525385,all_model_readouts_v1,,,,unassigned,False,False,
63581,9,6,2135,1983,951.4,479.48,202.2,V1,2,0.649757,all_model_readouts_v1,8.646911361942536e+17,root_864691136194253526,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
63582,5,6,6029,5524,609.53,962.69,450.11,V1,5,0.606805,all_model_readouts_v1,,,,unassigned,False,False,
63583,5,7,96,88,539.4,313.24,170.37,LM,1,0.76312,all_model_readouts_v1,,,,unassigned,False,False,
63584,7,3,2539,2361,880.89,1116.71,215.83,V1,2,0.593787,all_model_readouts_v1,8.64691135270576e+17,root_864691135270576037,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
63585,6,7,5018,4563,667.5,709.56,399.65,V1,5,0.617426,all_model_readouts_v1,,,,unassigned,False,False,
63586,9,6,2874,2669,645.4,376.86,222.52,LM,3,0.690466,all_model_readouts_v1,,,,unassigned,False,False,
63587,6,2,2249,2068,1081.04,586.1,149.15,V1,2,0.424913,all_model_readouts_v1,8.646911361950595e+17,root_864691136195059432,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
63588,6,7,4182,3797,729.34,607.74,261.01,V1,4,0.463138,all_model_readouts_v1,,,,unassigned,False,False,
63589,9,3,3104,2894,677.31,417.01,330.1,LM,3,0.537908,all_model_readouts_v1,,,,unassigned,False,False,
63590,9,6,5363,5007,927.4,877.71,226.02,V1,4,0.55153,all_model_readouts_v1,8.64691136267243e+17,root_864691136267242996,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
63591,5,7,8149,7440,293.75,375.19,569.61,V1,7,0.50935,all_model_readouts_v1,,,,unassigned,False,False,
63592,9,6,2737,2546,626.38,203.5,221.29,LM,3,0.7374,all_model_readouts_v1,,,,unassigned,False,False,
63593,5,7,5158,4689,788.94,807.63,302.49,V1,4,0.707262,all_model_readouts_v1,8.646911368136564e+17,root_864691136813656430,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
63594,7,3,8358,7743,691.08,886.94,487.98,V1,7,0.507346,all_model_readouts_v1,,,,unassigned,False,False,
63595,7,5,3855,3518,667.33,386.62,235.57,LM,3,0.556688,all_model_readouts_v1,,,,unassigned,False,False,
63596,5,6,5386,4952,920.11,721.98,311.19,V1,4,0.787127,all_model_readouts_v1,8.646911354465048e+17,root_864691135446504850,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63597,5,6,6019,5514,318.42,975.08,448.76,V1,5,0.801403,all_model_readouts_v1,,,,unassigned,False,False,
63598,7,3,3897,3602,486.16,340.46,349.23,LM,3,0.654471,all_model_readouts_v1,,,,unassigned,False,False,
63599,9,6,4658,4337,1068.21,845.29,224.91,V1,4,0.211997,all_model_readouts_v1,8.646911352953032e+17,root_864691135295303180,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63600,6,4,5422,5006,430.85,469.76,414.67,V1,5,0.622146,all_model_readouts_v1,,,,unassigned,False,False,
63601,9,3,6940,6397,735.03,338.03,340.23,LM,5,0.438172,all_model_readouts_v1,,,,unassigned,False,False,
63602,9,4,1889,1763,1047.86,847.79,169.36,V1,2,0.635848,all_model_readouts_v1,8.64691135196488e+17,root_864691135196487978,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
63603,6,6,7029,6509,724.32,1111.07,408.59,V1,6,0.715027,all_model_readouts_v1,,,,unassigned,False,False,
63604,5,7,7603,6898,426.68,350.19,569.05,LM,7,,all_model_readouts_v1,,,,unassigned,False,False,
63605,6,7,1136,1004,1234.07,763.72,122.12,V1,2,0.344711,all_model_readouts_v1,8.646911361365697e+17,root_864691136136569725,L2a,L23,True,False,aibs_metamodel_mtypes_v661_v2
63606,7,3,8906,8254,743.83,612.48,487.93,V1,8,0.578484,all_model_readouts_v1,,,,unassigned,False,False,
63607,7,5,46,43,503.26,186.02,200.37,LM,1,0.565234,all_model_readouts_v1,,,,unassigned,False,False,
63608,9,6,1985,1844,996.28,971.04,204.93,V1,2,0.478794,all_model_readouts_v1,8.64691135165164e+17,root_864691135165164077,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
63609,4,7,8147,7266,747.43,767.24,508.02,V1,8,0.813147,all_model_readouts_v1,,,,unassigned,False,False,
63610,8,5,9726,9148,399.44,238.65,511.93,LM,7,0.578338,all_model_readouts_v1,,,,unassigned,False,False,
63611,9,4,1792,1671,893.9,730.58,169.8,V1,2,0.756059,all_model_readouts_v1,8.646911356185292e+17,root_864691135618529129,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
63612,7,3,426,389,625.22,640.47,213.86,V1,1,0.413811,all_model_readouts_v1,,,,unassigned,False,False,
63613,4,7,3988,3501,260.86,168.86,382.3,LM,5,0.64619,all_model_readouts_v1,,,,unassigned,False,False,
63614,6,6,3855,3568,982.43,617.74,266.37,V1,4,0.440741,all_model_readouts_v1,8.646911355452045e+17,root_864691135545204520,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63615,6,6,1214,1113,718.91,588.97,129.95,V1,2,0.601395,all_model_readouts_v1,,,,unassigned,False,False,
63616,6,6,5908,5484,750.13,199.27,406.07,LM,5,0.756605,all_model_readouts_v1,,,,unassigned,False,False,
63617,6,6,1548,1420,1186.25,1014.67,130.07,V1,2,0.442299,all_model_readouts_v1,8.646911358889079e+17,root_864691135888907913,L2b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63618,7,5,6169,5582,303.83,667.06,371.27,V1,5,0.584695,all_model_readouts_v1,,,,unassigned,False,False,
63619,7,5,1051,966,606.48,250.4,200.34,LM,1,0.944505,all_model_readouts_v1,,,,unassigned,False,False,
63620,9,4,4748,4429,892.14,924.04,181.56,V1,4,0.520057,all_model_readouts_v1,8.646911370536393e+17,root_864691137053639286,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63621,9,3,6699,6170,725.43,1111.14,345.37,V1,5,0.60766,all_model_readouts_v1,,,,unassigned,False,False,
63622,5,6,29,25,249.6,188.56,175.25,LM,1,0.66735,all_model_readouts_v1,,,,unassigned,False,False,
63623,6,2,5351,4944,1262.54,891.62,288.28,V1,4,0.501281,all_model_readouts_v1,8.646911357010884e+17,root_864691135701088379,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63624,7,5,3052,2767,625.92,812.37,237.66,V1,3,0.647798,all_model_readouts_v1,,,,unassigned,False,False,
63625,5,6,5658,5187,591.96,290.77,446.34,LM,5,0.592322,all_model_readouts_v1,,,,unassigned,False,False,
63626,7,3,1892,1752,1189.53,793.02,211.15,V1,2,0.552979,all_model_readouts_v1,8.646911349407261e+17,root_864691134940726115,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
63627,7,3,1355,1260,431.16,1036.78,211.93,V1,1,0.545005,all_model_readouts_v1,,,,unassigned,False,False,
63628,6,7,6071,5513,746.0,338.28,392.39,LM,6,0.758633,all_model_readouts_v1,,,,unassigned,False,False,
63629,6,7,920,814,821.31,464.7,122.01,V1,2,0.474311,all_model_readouts_v1,8.646911364870715e+17,root_864691136487071506,L2b,L23,True,False,aibs_metamodel_mtypes_v661_v2
63630,9,6,521,476,184.84,901.23,206.54,V1,1,0.307663,all_model_readouts_v1,,,,unassigned,False,False,
63631,6,7,3205,2900,743.49,232.38,257.32,LM,4,0.220392,all_model_readouts_v1,,,,unassigned,False,False,
63632,5,7,5374,4890,1069.89,863.73,301.29,V1,4,0.618249,all_model_readouts_v1,8.646911371999471e+17,root_864691137199947073,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63633,6,2,5156,4767,1205.44,757.34,287.9,V1,4,,all_model_readouts_v1,,,,unassigned,False,False,
63634,6,6,7383,6822,639.25,204.79,536.65,LM,7,0.371503,all_model_readouts_v1,,,,unassigned,False,False,
63635,6,6,1534,1409,855.05,1020.58,130.04,V1,2,0.852001,all_model_readouts_v1,8.646911356182396e+17,root_864691135618239631,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
63636,7,3,3110,2886,559.48,576.99,350.07,V1,3,0.525563,all_model_readouts_v1,,,,unassigned,False,False,
63637,9,6,2779,2584,447.82,255.18,222.09,LM,3,0.751477,all_model_readouts_v1,,,,unassigned,False,False,
63638,9,4,4648,4335,903.42,799.99,180.65,V1,4,0.564447,all_model_readouts_v1,8.646911354995991e+17,root_864691135499599123,L2b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63639,7,5,3353,3042,405.65,1131.44,238.94,V1,3,0.793983,all_model_readouts_v1,,,,unassigned,False,False,
63640,4,7,7508,6679,338.28,296.58,515.07,LM,7,0.698025,all_model_readouts_v1,,,,unassigned,False,False,
63641,5,6,1632,1518,878.24,571.86,172.25,V1,2,0.542642,all_model_readouts_v1,8.64691136227697e+17,root_864691136227696977,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
63642,9,6,820,757,719.21,1136.81,208.1,V1,1,0.73872,all_model_readouts_v1,,,,unassigned,False,False,
63643,8,5,10466,9837,742.17,287.79,507.74,LM,8,0.679797,all_model_readouts_v1,,,,unassigned,False,False,
63644,6,4,1507,1388,913.34,784.82,137.63,V1,2,0.773784,all_model_readouts_v1,8.646911349189686e+17,root_864691134918968586,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
63645,7,3,3616,3335,554.0,1124.0,351.21,V1,3,0.591035,all_model_readouts_v1,,,,unassigned,False,False,
63646,6,2,8178,7589,654.66,397.05,558.39,LM,7,,all_model_readouts_v1,,,,unassigned,False,False,
63647,7,3,1806,1671,820.21,730.03,213.08,V1,2,0.503932,all_model_readouts_v1,8.646911351141495e+17,root_864691135114149529,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
63648,7,3,6005,5536,694.59,795.23,424.05,V1,5,0.264417,all_model_readouts_v1,,,,unassigned,False,False,
63649,6,2,3628,3344,667.84,343.97,291.96,LM,3,0.205435,all_model_readouts_v1,,,,unassigned,False,False,
63650,7,5,4714,4275,1200.1,964.55,235.61,V1,4,0.707613,all_model_readouts_v1,8.646911361953078e+17,root_864691136195307752,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
63651,5,6,6405,5874,610.21,474.25,447.43,V1,5,0.758352,all_model_readouts_v1,,,,unassigned,False,False,
63652,7,5,5223,4734,498.24,337.28,369.37,LM,5,0.653758,all_model_readouts_v1,,,,unassigned,False,False,
63653,9,4,8173,7628,1080.46,862.63,189.54,V1,6,0.46903,all_model_readouts_v1,8.64691135398892e+17,root_864691135398892065,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
63654,7,3,6048,5577,633.84,869.66,424.05,V1,5,0.706825,all_model_readouts_v1,,,,unassigned,False,False,
63655,6,2,5486,5060,372.38,304.23,424.81,LM,5,0.557237,all_model_readouts_v1,,,,unassigned,False,False,
63656,8,5,2584,2459,1198.11,1101.24,224.34,V1,2,0.641351,all_model_readouts_v1,8.646911360930717e+17,root_864691136093071796,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
63657,5,7,541,501,187.28,901.88,157.82,V1,1,0.698066,all_model_readouts_v1,,,,unassigned,False,False,
63658,5,6,5617,5149,370.82,213.91,444.84,LM,5,0.931569,all_model_readouts_v1,,,,unassigned,False,False,
63659,8,5,5725,5431,890.4,1114.17,237.02,V1,4,0.444122,all_model_readouts_v1,8.64691135323975e+17,root_864691135323975068,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63660,9,3,7132,6575,424.82,529.04,342.15,V1,5,0.471327,all_model_readouts_v1,,,,unassigned,False,False,
63661,9,3,6767,6236,684.64,186.49,339.34,LM,5,0.508649,all_model_readouts_v1,,,,unassigned,False,False,
63662,9,6,1821,1689,955.57,782.26,204.12,V1,2,0.753876,all_model_readouts_v1,8.646911351183066e+17,root_864691135118306525,L2b,L23,True,False,aibs_metamodel_mtypes_v661_v2
63663,9,3,6490,5981,636.56,1117.92,345.61,V1,5,0.486091,all_model_readouts_v1,,,,unassigned,False,False,
63664,9,3,1663,1539,707.87,424.3,319.87,LM,2,0.595906,all_model_readouts_v1,,,,unassigned,False,False,
63665,6,4,4783,4408,1074.2,953.47,277.44,V1,4,0.850783,all_model_readouts_v1,8.646911353612387e+17,root_864691135361238616,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63666,8,5,3682,3500,750.84,970.87,243.07,V1,3,0.540227,all_model_readouts_v1,,,,unassigned,False,False,
63667,7,5,7740,6985,641.59,274.04,506.7,LM,7,,all_model_readouts_v1,,,,unassigned,False,False,
63668,6,6,4866,4511,964.85,856.35,268.29,V1,4,0.147594,all_model_readouts_v1,8.646911364897585e+17,root_864691136489758482,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
63669,9,3,581,544,689.46,880.66,323.92,V1,1,0.858833,all_model_readouts_v1,,,,unassigned,False,False,
63670,6,2,44,39,641.45,275.86,155.74,LM,1,0.250966,all_model_readouts_v1,,,,unassigned,False,False,
63671,7,3,2128,1975,1007.97,1049.59,214.44,V1,2,0.731563,all_model_readouts_v1,8.646911359925816e+17,root_864691135992581569,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
63672,9,4,6873,6422,271.36,707.72,191.74,V1,5,0.382381,all_model_readouts_v1,,,,unassigned,False,False,
63673,5,7,5633,5121,709.42,401.5,438.98,LM,5,0.486034,all_model_readouts_v1,,,,unassigned,False,False,
63674,9,6,1921,1783,1010.49,893.35,204.29,V1,2,0.491465,all_model_readouts_v1,8.646911350139309e+17,root_864691135013930902,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
63675,5,6,5094,4680,1324.24,650.87,306.66,V1,4,,all_model_readouts_v1,,,,unassigned,False,False,
63676,6,2,3416,3146,651.09,143.68,291.96,LM,3,0.575548,all_model_readouts_v1,,,,unassigned,False,False,
63677,9,4,4601,4289,1165.75,734.0,177.63,V1,4,0.205349,all_model_readouts_v1,8.646911355655661e+17,root_864691135565566039,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
63678,7,5,697,641,511.18,996.78,196.95,V1,1,0.175988,all_model_readouts_v1,,,,unassigned,False,False,
63679,7,3,145,135,446.08,270.96,214.21,LM,1,0.640788,all_model_readouts_v1,,,,unassigned,False,False,
63680,8,5,2501,2377,1189.09,979.65,225.36,V1,2,0.749118,all_model_readouts_v1,8.646911350839695e+17,root_864691135083969527,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
63681,6,7,2188,1967,610.08,788.58,261.89,V1,3,0.520625,all_model_readouts_v1,,,,unassigned,False,False,
63682,5,6,6655,6096,675.52,132.1,445.87,LM,5,0.627017,all_model_readouts_v1,,,,unassigned,False,False,
63683,9,6,1762,1630,1098.4,711.75,202.26,V1,2,0.352076,all_model_readouts_v1,8.646911351959542e+17,root_864691135195954218,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
